Buggy Code,Fixed Code,Bug Type,Severity,Frequency,Programming Language
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",TypeError,High,137,C++
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",AttributeError,Medium,467,Python
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",TypeError,Medium,108,Java
"def add(a, b)
    return a + b","def add(a, b):
    return a + b",IndentationError,Medium,223,Python
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",NameError,Low,105,C++
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",TypeError,Medium,262,Python
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",LogicalError,Low,148,C++
console.log('Hello'),console.log('Hello');,IndentationError,High,351,JavaScript
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",SyntaxError,High,72,Python
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",IndexError,Low,460,Java
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",LogicalError,Critical,372,C++
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",AttributeError,Low,96,C++
printf('Hello'),printf('Hello');,NameError,Critical,135,C
printf('Hello'),printf('Hello');,SyntaxError,Critical,176,C
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",IndexError,Low,282,Java
console.log('Hello'),console.log('Hello');,LogicalError,Critical,229,JavaScript
printf('Hello'),printf('Hello');,AttributeError,High,398,C
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",TypeError,Low,238,C++
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",NameError,High,366,Python
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",LogicalError,Low,397,Python
console.log('Hello'),console.log('Hello');,IndexError,Medium,413,JavaScript
printf('Hello'),printf('Hello');,TypeError,Critical,341,C
console.log('Hello'),console.log('Hello');,SyntaxError,High,357,JavaScript
"def add(a, b)
    return a + b","def add(a, b):
    return a + b",IndentationError,Critical,195,Python
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",IndexError,Medium,219,C++
for i in range(10) print(i),for i in range(10): print(i),SyntaxError,Medium,122,Python
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",AttributeError,High,303,Python
console.log('Hello'),console.log('Hello');,TypeError,Low,82,JavaScript
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",AttributeError,Medium,110,C++
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",LogicalError,High,277,C++
for i in range(10) print(i),for i in range(10): print(i),IndexError,Medium,402,Python
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",TypeError,Medium,339,C++
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",IndentationError,High,491,Java
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",IndentationError,Medium,468,C++
printf('Hello'),printf('Hello');,IndexError,High,314,C
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",IndentationError,High,361,Python
printf('Hello'),printf('Hello');,IndentationError,Critical,67,C
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",IndexError,High,282,Python
printf('Hello'),printf('Hello');,SyntaxError,Low,128,C
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",SyntaxError,Low,434,Python
"def add(a, b)
    return a + b","def add(a, b):
    return a + b",NameError,Low,450,Python
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",LogicalError,Medium,478,Python
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",IndexError,High,113,Python
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",LogicalError,Low,159,Python
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",AttributeError,Critical,378,Java
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",IndexError,Medium,306,Python
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",IndentationError,Medium,194,C++
for i in range(10) print(i),for i in range(10): print(i),IndentationError,Medium,172,Python
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",IndentationError,Low,386,C++
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",IndentationError,High,356,Java
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",TypeError,Low,237,C++
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",IndentationError,Critical,442,C++
for i in range(10) print(i),for i in range(10): print(i),LogicalError,Critical,414,Python
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",IndexError,High,210,Java
printf('Hello'),printf('Hello');,TypeError,High,487,C
for i in range(10) print(i),for i in range(10): print(i),IndentationError,Low,71,Python
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",IndentationError,Critical,105,Java
for i in range(10) print(i),for i in range(10): print(i),IndentationError,Medium,376,Python
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",AttributeError,Medium,281,Python
"def add(a, b)
    return a + b","def add(a, b):
    return a + b",AttributeError,High,377,Python
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",SyntaxError,Medium,79,Python
printf('Hello'),printf('Hello');,LogicalError,High,421,C
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",NameError,Critical,108,Python
printf('Hello'),printf('Hello');,TypeError,Critical,425,C
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",SyntaxError,Critical,475,Python
for i in range(10) print(i),for i in range(10): print(i),IndentationError,Low,209,Python
printf('Hello'),printf('Hello');,LogicalError,Critical,100,C
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",LogicalError,Low,452,Python
for i in range(10) print(i),for i in range(10): print(i),IndexError,Critical,124,Python
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",NameError,High,197,C++
console.log('Hello'),console.log('Hello');,NameError,Medium,88,JavaScript
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",IndentationError,Medium,165,C++
"def add(a, b)
    return a + b","def add(a, b):
    return a + b",NameError,High,238,Python
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",SyntaxError,Low,402,Python
"def add(a, b)
    return a + b","def add(a, b):
    return a + b",IndentationError,Medium,391,Python
"def add(a, b)
    return a + b","def add(a, b):
    return a + b",LogicalError,Low,76,Python
console.log('Hello'),console.log('Hello');,SyntaxError,Medium,79,JavaScript
printf('Hello'),printf('Hello');,NameError,Low,375,C
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",SyntaxError,Low,416,Java
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",SyntaxError,Critical,464,Python
for i in range(10) print(i),for i in range(10): print(i),IndentationError,Critical,256,Python
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",IndexError,Low,289,Python
"def add(a, b)
    return a + b","def add(a, b):
    return a + b",LogicalError,Critical,258,Python
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",TypeError,Low,220,Python
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",LogicalError,High,367,C++
console.log('Hello'),console.log('Hello');,IndexError,Critical,154,JavaScript
printf('Hello'),printf('Hello');,IndexError,Low,53,C
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",AttributeError,Low,243,Java
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",AttributeError,Low,114,C++
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",AttributeError,Low,361,Java
printf('Hello'),printf('Hello');,LogicalError,Low,135,C
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",SyntaxError,Low,122,Python
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",SyntaxError,High,441,Python
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",LogicalError,Low,262,Java
printf('Hello'),printf('Hello');,IndexError,Medium,240,C
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",AttributeError,Medium,262,C++
"def add(a, b)
    return a + b","def add(a, b):
    return a + b",NameError,Medium,181,Python
printf('Hello'),printf('Hello');,AttributeError,Critical,57,C
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",TypeError,Critical,440,Java
printf('Hello'),printf('Hello');,SyntaxError,Critical,211,C
console.log('Hello'),console.log('Hello');,TypeError,Low,106,JavaScript
console.log('Hello'),console.log('Hello');,AttributeError,Critical,374,JavaScript
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",SyntaxError,High,311,C++
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",AttributeError,Low,196,Python
console.log('Hello'),console.log('Hello');,SyntaxError,Critical,493,JavaScript
printf('Hello'),printf('Hello');,TypeError,High,385,C
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",SyntaxError,Medium,381,Java
printf('Hello'),printf('Hello');,TypeError,High,165,C
printf('Hello'),printf('Hello');,LogicalError,Critical,411,C
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",SyntaxError,Low,425,C++
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",NameError,Low,498,C++
printf('Hello'),printf('Hello');,IndexError,Low,243,C
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",SyntaxError,Medium,230,Java
console.log('Hello'),console.log('Hello');,SyntaxError,Medium,259,JavaScript
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",LogicalError,Medium,352,Python
printf('Hello'),printf('Hello');,AttributeError,Critical,222,C
printf('Hello'),printf('Hello');,NameError,Critical,159,C
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",IndexError,High,479,Python
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",IndexError,Medium,378,Python
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",NameError,Medium,241,Python
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",SyntaxError,Critical,234,Java
console.log('Hello'),console.log('Hello');,SyntaxError,Critical,307,JavaScript
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",TypeError,Critical,85,Python
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",IndexError,Critical,269,C++
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",SyntaxError,Medium,341,Java
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",TypeError,Low,293,Python
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",SyntaxError,High,191,Python
"def add(a, b)
    return a + b","def add(a, b):
    return a + b",AttributeError,High,476,Python
"for(int i = 0; i < 10; i++)
cout << i","for(int i = 0; i < 10; i++) {
 cout << i; 
}",TypeError,Low,67,C++
console.log('Hello'),console.log('Hello');,AttributeError,High,211,JavaScript
for i in range(10) print(i),for i in range(10): print(i),IndentationError,Medium,472,Python
console.log('Hello'),console.log('Hello');,LogicalError,High,331,JavaScript
console.log('Hello'),console.log('Hello');,SyntaxError,Medium,211,JavaScript
console.log('Hello'),console.log('Hello');,NameError,Critical,489,JavaScript
console.log('Hello'),console.log('Hello');,SyntaxError,Low,295,JavaScript
"if x = 5:
print('x is 5')","if x == 5:
print('x is 5')",IndexError,Medium,341,Python
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",IndexError,Low,148,Java
printf('Hello'),printf('Hello');,LogicalError,Critical,118,C
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",SyntaxError,Medium,448,Python
printf('Hello'),printf('Hello');,SyntaxError,Medium,447,C
console.log('Hello'),console.log('Hello');,AttributeError,High,484,JavaScript
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",IndexError,Medium,217,Python
for i in range(10) print(i),for i in range(10): print(i),AttributeError,Medium,103,Python
printf('Hello'),printf('Hello');,AttributeError,High,187,C
"x = [1, 2, 3]
print(x[3])","x = [1, 2, 3]
print(x[2])",LogicalError,Critical,331,Python
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",IndexError,Critical,206,Java
"public class Test {
  public void main() {
    System.out.println('Hello');
  }","public class Test {
  public static void main(String[] args) {
    System.out.println('Hello');
  }",IndentationError,Critical,175,Java
